Date,Year, Day ,DayWeek,Vehicles,Drivers,Trips, RevPerTrips ,TripsPerCar, IncomePerCar ,TripsPerDriver, IncomePerDriver , Distance , PaidDistance ,RevKM, ShiftIncome , ShiftTolls , Income-Tolls , OperatingCost , CostPerKm , YieldPerRevKm 
,,,,Number of vehicles in this day,Number of drivers,number of trips, total revenue/total trips ,total trips / total car, total incom/total car ,total trips/total driver, total incom/total driver , total km in this day , total paid KM , total paid KM/total KM , Total income in this day , road fees , total incom - road fees ,,,
8/17/2021,2021, 17 ,Tue," 4,032 "," 5,945 "," 97,026 ", 29 , 24 , 709 , 16 , 481 ," 1,945,366 "," 1,011,085 ",0.519740244252238," 2,970,985 "," 112,320 "," 2,858,665.06 "," 466,887.84 ", 0.24 , 0.28 
8/18/2021,2021, 18 ,Wed," 4,033 "," 5,976 "," 98,214 ", 30 , 24 , 725 , 16 , 489 ," 1,977,716 "," 1,037,615 ",0.524653185796141," 3,037,392 "," 114,092 "," 2,923,299.84 "," 474,651.84 ", 0.24 , 0.28 
8/19/2021,2021, 19 ,Thu," 4,059 "," 5,956 "," 105,261 ", 27 , 26 , 713 , 18 , 486 ," 1,926,975 "," 1,029,163 ",0.534082175430403," 3,007,944 "," 115,440 "," 2,892,504.44 "," 462,474.00 ", 0.24 , 0.29 
8/20/2021,2021, 20 ,Fri," 4,058 "," 6,040 "," 87,520 ", 37 , 22 , 800 , 14 , 537 ," 2,168,370 "," 1,157,199 ",0.533672297624483," 3,368,349 "," 123,576 "," 3,244,773.07 "," 520,408.80 ", 0.24 , 0.29 
8/21/2021,2021, 21 ,Sat," 3,981 "," 5,858 "," 89,066 ", 29 , 22 , 652 , 15 , 443 ," 1,777,569 "," 926,431 ",0.521178643416936," 2,691,770 "," 98,076 "," 2,593,693.97 "," 426,616.56 ", 0.24 , 0.28 
8/22/2021,2021, 22 ,Sun," 3,996 "," 5,865 "," 96,553 ", 30 , 24 , 731 , 16 , 498 ," 1,984,330 "," 1,038,514 ",0.52335750605998," 3,039,291 "," 118,460 "," 2,920,831.10 "," 476,239.20 ", 0.24 , 0.28 
8/23/2021,2021, 23 ,Mon," 4,067 "," 5,945 "," 96,196 ", 30 , 24 , 712 , 16 , 487 ," 1,956,599 "," 1,025,463 ",0.524104837015658," 3,010,968 "," 116,416 "," 2,894,551.58 "," 469,583.76 ", 0.24 , 0.28 
8/24/2021,2021, 24 ,Tue," 4,180 "," 5,971 "," 97,768 ", 29 , 23 , 678 , 16 , 474 ," 1,936,315 "," 1,007,169 ",0.520147290084516," 2,944,551 "," 111,880 "," 2,832,671.26 "," 464,715.60 ", 0.24 , 0.28 
8/25/2021,2021, 25 ,Wed," 4,226 "," 6,089 "," 100,109 ", 29 , 24 , 684 , 16 , 475 ," 1,955,479 "," 1,024,320 ",0.523820506382324," 3,005,088 "," 114,704 "," 2,890,384.08 "," 469,314.96 ", 0.24 , 0.28 
8/26/2021,2021, 26 ,Thu," 4,253 "," 6,100 "," 109,448 ", 26 , 26 , 673 , 18 , 469 ," 1,879,899 "," 1,009,793 ",0.537152793846903," 2,976,188 "," 114,596 "," 2,861,592.10 "," 451,175.76 ", 0.24 , 0.30 
8/27/2021,2021, 27 ,Fri," 4,257 "," 6,204 "," 99,149 ", 32 , 23 , 756 , 16 , 519 ," 2,109,618 "," 1,140,727 ",0.54072680456841," 3,340,087 "," 122,208 "," 3,217,879.39 "," 506,308.32 ", 0.24 , 0.30 
8/28/2021,2021, 28 ,Sat," 4,269 "," 6,128 "," 99,547 ", 32 , 23 , 749 , 16 , 522 ," 2,155,188 "," 1,140,593 ",0.529231324599061," 3,315,768 "," 118,464 "," 3,197,304.12 "," 517,245.12 ", 0.24 , 0.29 
8/29/2021,2021, 29 ,Sun," 4,267 "," 6,132 "," 106,095 ", 29 , 25 , 731 , 17 , 509 ," 2,062,410 "," 1,100,873 ",0.533779898274349," 3,245,090 "," 125,840 "," 3,119,250.49 "," 494,978.40 ", 0.24 , 0.29 
8/30/2021,2021, 30 ,Mon," 4,241 "," 6,079 "," 105,276 ", 29 , 25 , 724 , 17 , 505 ," 2,014,786 "," 1,084,435 ",0.538238304216924," 3,191,410 "," 121,072 "," 3,070,337.61 "," 483,548.64 ", 0.24 , 0.30 
8/31/2021,2021, 31 ,Tue," 4,207 "," 6,078 "," 108,418 ", 28 , 26 , 728 , 18 , 504 ," 1,996,101 "," 1,082,135 ",0.542124371462166," 3,182,568 "," 118,724 "," 3,063,843.61 "," 479,064.24 ", 0.24 , 0.30 
9/1/2021,2021, 1 ,Wed," 4,243 "," 6,149 "," 109,065 ", 29 , 26 , 738 , 18 , 509 ," 2,013,912 "," 1,104,372 ",0.548371527653641," 3,251,822 "," 121,860 "," 3,129,962.28 "," 483,338.88 ", 0.24 , 0.31 
9/2/2021,2021, 2 ,Thu," 4,297 "," 6,176 "," 115,081 ", 26 , 27 , 708 , 19 , 493 ," 1,955,434 "," 1,073,769 ",0.549120553288937," 3,164,209 "," 119,968 "," 3,044,241.36 "," 449,749.82 ", 0.23 , 0.32 
9/3/2021,2021, 3 ,Fri," 4,320 "," 6,279 "," 106,270 ", 32 , 25 , 775 , 17 , 533 ," 2,137,554 "," 1,183,919 ",0.553866241507817," 3,471,509 "," 123,596 "," 3,347,913.34 "," 491,637.42 ", 0.23 , 0.32 
9/4/2021,2021, 4 ,Sat," 4,273 "," 6,124 "," 102,419 ", 28 , 24 , 681 , 17 , 475 ," 1,922,852 "," 1,039,696 ",0.540705160875616," 3,012,110 "," 103,004 "," 2,909,105.88 "," 442,255.96 ", 0.23 , 0.31 
9/5/2021,2021, 5 ,Sun," 4,303 "," 6,168 "," 109,435 ", 32 , 25 , 820 , 18 , 572 ," 2,307,921 "," 1,238,719 ",0.536725043881485," 3,669,727 "," 141,156 "," 3,528,571.01 "," 530,821.83 ", 0.23 , 0.31 
9/6/2021,2021, 6 ,Mon," 4,309 "," 6,247 "," 107,584 ", 30 , 25 , 741 , 17 , 511 ," 2,070,381 "," 1,126,655 ",0.54417761754962," 3,321,381 "," 127,552 "," 3,193,828.88 "," 476,187.63 ", 0.23 , 0.31 
9/7/2021,2021, 7 ,Tue," 4,303 "," 6,227 "," 107,731 ", 28 , 25 , 711 , 17 , 491 ," 1,992,603 "," 1,077,691 ",0.54084581825883," 3,180,195 "," 120,620 "," 3,059,574.77 "," 458,298.69 ", 0.23 , 0.31 
9/8/2021,2021, 8 ,Wed," 4,282 "," 6,197 "," 108,727 ", 29 , 25 , 730 , 18 , 504 ," 2,025,231 "," 1,101,059 ",0.543670820760693," 3,248,868 "," 122,920 "," 3,125,948.32 "," 465,803.13 ", 0.23 , 0.31 
9/9/2021,2021, 9 ,Thu," 4,270 "," 6,215 "," 118,716 ", 26 , 28 , 723 , 19 , 496 ," 1,955,928 "," 1,084,786 ",0.554614484786761," 3,209,022 "," 123,384 "," 3,085,637.67 "," 449,863.44 ", 0.23 , 0.32 
9/10/2021,2021, 10 ,Fri," 4,267 "," 6,279 "," 112,188 ", 31 , 26 , 822 , 18 , 559 ," 2,183,511 "," 1,234,386 ",0.565321631079486," 3,638,368 "," 130,856 "," 3,507,511.96 "," 502,207.53 ", 0.23 , 0.34 
9/11/2021,2021, 11 ,Sat," 4,236 "," 6,192 "," 108,366 ", 32 , 26 , 809 , 18 , 554 ," 2,206,771 "," 1,218,136 ",0.551999278583958," 3,556,145 "," 128,068 "," 3,428,076.81 "," 507,557.33 ", 0.23 , 0.32 
9/12/2021,2021, 12 ,Sun," 4,233 "," 6,173 "," 114,318 ", 29 , 27 , 793 , 19 , 544 ," 2,131,714 "," 1,181,757 ",0.554369394768717," 3,497,231 "," 138,944 "," 3,358,286.69 "," 490,294.22 ", 0.23 , 0.32 
9/13/2021,2021, 13 ,Mon," 4,277 "," 6,286 "," 113,574 ", 29 , 27 , 781 , 18 , 532 ," 2,124,588 "," 1,174,907 ",0.553004629603481," 3,477,481 "," 135,856 "," 3,341,625.49 "," 488,655.24 ", 0.23 , 0.32 
9/14/2021,2021, 14 ,Tue," 4,308 "," 6,267 "," 113,839 ", 29 , 26 , 753 , 18 , 518 ," 2,057,576 "," 1,140,453 ",0.554270170336357," 3,376,938 "," 131,564 "," 3,245,374.34 "," 473,242.48 ", 0.23 , 0.32 
9/15/2021,2021, 15 ,Wed," 4,281 "," 6,295 "," 114,885 ", 29 , 27 , 783 , 18 , 533 ," 2,103,679 "," 1,181,898 ",0.561824308746724," 3,489,355 "," 135,560 "," 3,353,794.80 "," 483,846.17 ", 0.23 , 0.33 
9/16/2021,2021, 16 ,Thu," 4,295 "," 6,367 "," 122,481 ", 27 , 29 , 756 , 19 , 510 ," 2,008,928 "," 1,146,319 ",0.570612286751939," 3,382,807 "," 134,396 "," 3,248,411.37 "," 462,053.44 ", 0.23 , 0.34 
9/17/2021,2021, 17 ,Fri," 4,342 "," 6,460 "," 113,408 ", 32 , 26 , 849 , 18 , 570 ," 2,273,433 "," 1,307,801 ",0.57525381218624," 3,829,793 "," 144,600 "," 3,685,193.23 "," 522,889.59 ", 0.23 , 0.35 
9/18/2021,2021, 18 ,Sat," 4,356 "," 6,406 "," 110,209 ", 32 , 25 , 818 , 17 , 556 ," 2,311,888 "," 1,275,389 ",0.551665565113881," 3,697,895 "," 134,020 "," 3,563,875.35 "," 531,734.24 ", 0.23 , 0.32 
9/19/2021,2021, 19 ,Sun," 4,345 "," 6,435 "," 115,564 ", 30 , 27 , 789 , 18 , 533 ," 2,187,178 "," 1,214,565 ",0.555311456132057," 3,573,092 "," 143,980 "," 3,429,111.66 "," 503,050.94 ", 0.23 , 0.33 
9/20/2021,2021, 20 ,Mon," 4,370 "," 6,462 "," 108,516 ", 34 , 25 , 848 , 17 , 574 ," 2,341,126 "," 1,308,086 ",0.558742246252444," 3,860,017 "," 154,052 "," 3,705,964.59 "," 538,458.98 ", 0.23 , 0.33 
9/21/2021,2021, 21 ,Tue," 4,342 "," 6,393 "," 113,611 ", 26 , 26 , 673 , 18 , 457 ," 1,839,610 "," 1,029,578 ",0.559671886976044," 3,042,816 "," 122,780 "," 2,920,035.64 "," 423,110.30 ", 0.23 , 0.33 
9/22/2021,2021, 22 ,Wed," 4,409 "," 6,383 "," 115,902 ", 30 , 26 , 783 , 18 , 541 ," 2,153,904 "," 1,227,197 ",0.569754733730008," 3,599,317 "," 145,252 "," 3,454,065.16 "," 495,397.92 ", 0.23 , 0.34 
9/23/2021,2021, 23 ,Thu," 4,411 "," 6,506 "," 125,771 ", 27 , 29 , 766 , 19 , 519 ," 2,085,051 "," 1,198,456 ",0.574784981278635," 3,523,221 "," 145,760 "," 3,377,460.62 "," 479,561.73 ", 0.23 , 0.34 
9/24/2021,2021, 24 ,Fri," 4,382 "," 6,519 "," 119,400 ", 32 , 27 , 884 , 18 , 594 ," 2,338,455 "," 1,377,751 ",0.589171482880791," 4,033,000 "," 158,000 "," 3,875,000.07 "," 537,844.65 ", 0.23 , 0.36 
9/25/2021,2021, 25 ,Sat," 4,379 "," 6,473 "," 117,499 ", 33 , 27 , 882 , 18 , 597 ," 2,437,066 "," 1,387,671 ",0.569402305887489," 4,013,081 "," 150,000 "," 3,863,081.44 "," 560,525.18 ", 0.23 , 0.34 
9/26/2021,2021, 26 ,Sun," 4,377 "," 6,462 "," 121,256 ", 30 , 28 , 840 , 19 , 569 ," 2,293,379 "," 1,309,525 ",0.571002437887501," 3,833,940 "," 159,016 "," 3,674,924.42 "," 527,477.17 ", 0.23 , 0.34 
9/27/2021,2021, 27 ,Mon," 4,378 "," 6,414 "," 120,616 ", 30 , 28 , 833 , 19 , 569 ," 2,242,221 "," 1,295,025 ",0.577563496194175," 3,801,681 "," 153,952 "," 3,647,729.14 "," 515,710.83 ", 0.23 , 0.35 
9/28/2021,2021, 28 ,Tue," 4,325 "," 6,390 "," 123,330 ", 30 , 29 , 846 , 19 , 573 ," 2,236,812 "," 1,299,680 ",0.581041231896109," 3,812,584 "," 153,308 "," 3,659,275.82 "," 514,466.76 ", 0.23 , 0.35 
9/29/2021,2021, 29 ,Wed," 4,218 "," 6,265 "," 125,534 ", 30 , 30 , 889 , 20 , 599 ," 2,234,750 "," 1,329,891 ",0.595096095760152," 3,907,612 "," 156,324 "," 3,751,288.26 "," 513,992.50 ", 0.23 , 0.37 
9/30/2021,2021, 30 ,Thu," 4,261 "," 6,277 "," 131,695 ", 28 , 31 , 863 , 21 , 586 ," 2,132,737 "," 1,303,440 ",0.611158337854128," 3,833,731 "," 157,456 "," 3,676,274.58 "," 490,529.51 ", 0.23 , 0.38 
10/1/2021,2021, 1 ,Fri," 4,310 "," 6,435 "," 126,227 ", 33 , 29 , 971 , 20 , 650 ," 2,393,222 "," 1,493,300 ",0.623970530105439," 4,354,425 "," 168,800 "," 4,185,624.92 "," 550,441.06 ", 0.23 , 0.39 
10/2/2021,2021, 2 ,Sat," 4,321 "," 6,515 "," 122,487 ", 35 , 28 , 989 , 19 , 656 ," 2,549,687 "," 1,534,744 ",0.601934276638662," 4,436,264 "," 163,452 "," 4,272,812.48 "," 586,428.01 ", 0.23 , 0.37 
10/3/2021,2021, 3 ,Sun," 4,322 "," 6,459 "," 124,457 ", 31 , 29 , 905 , 19 , 606 ," 2,347,259 "," 1,392,310 ",0.593164197048557," 4,077,424 "," 165,124 "," 3,912,300.45 "," 539,869.57 ", 0.23 , 0.36 
10/4/2021,2021, 4 ,Mon," 4,347 "," 6,468 "," 121,860 ", 31 , 28 , 878 , 19 , 590 ," 2,288,205 "," 1,355,679 ",0.592463961926488," 3,977,670 "," 161,056 "," 3,816,614.05 "," 526,287.15 ", 0.23 , 0.36 
10/5/2021,2021, 5 ,Tue," 4,388 "," 6,560 "," 124,483 ", 30 , 28 , 865 , 19 , 578 ," 2,289,153 "," 1,344,812 ",0.587471435941591," 3,953,787 "," 159,080 "," 3,794,706.58 "," 526,505.19 ", 0.23 , 0.36 
10/6/2021,2021, 6 ,Wed," 4,426 "," 6,574 "," 125,845 ", 31 , 28 , 877 , 19 , 590 ," 2,326,753 "," 1,380,373 ",0.593261510783482," 4,043,154 "," 161,856 "," 3,881,298.47 "," 535,153.19 ", 0.23 , 0.36 
10/7/2021,2021, 7 ,Thu," 4,445 "," 6,636 "," 129,350 ", 29 , 29 , 838 , 19 , 561 ," 2,215,795 "," 1,320,465 ",0.595932836747082," 3,885,301 "," 161,368 "," 3,723,932.66 "," 509,632.85 ", 0.23 , 0.37 
10/8/2021,2021, 8 ,Fri," 4,395 "," 6,627 "," 126,382 ", 33 , 29 , 960 , 19 , 637 ," 2,478,420 "," 1,510,275 ",0.609370082552594," 4,394,448 "," 173,120 "," 4,221,327.58 "," 570,036.60 ", 0.23 , 0.38 
10/9/2021,2021, 9 ,Sat," 4,381 "," 6,605 "," 123,383 ", 34 , 28 , 949 , 19 , 630 ," 2,523,573 "," 1,496,191 ",0.592885959708715," 4,320,213 "," 162,204 "," 4,158,009.30 "," 580,421.79 ", 0.23 , 0.36 
10/10/2021,2021, 10 ,Sun," 4,402 "," 6,581 "," 125,605 ", 32 , 29 , 911 , 19 , 609 ," 2,422,823 "," 1,430,095 ",0.590259791986456," 4,184,584 "," 174,040 "," 4,010,543.91 "," 557,249.29 ", 0.23 , 0.36 
10/11/2021,2021, 11 ,Mon," 4,394 "," 6,559 "," 124,850 ", 31 , 28 , 879 , 19 , 589 ," 2,319,576 "," 1,373,038 ",0.59193490534477," 4,027,919 "," 166,304 "," 3,861,614.66 "," 533,502.48 ", 0.23 , 0.36 
10/12/2021,2021, 12 ,Tue," 4,420 "," 6,624 "," 124,574 ", 31 , 28 , 876 , 19 , 584 ," 2,311,812 "," 1,376,419 ",0.595385351404007," 4,035,650 "," 165,496 "," 3,870,154.40 "," 531,716.76 ", 0.23 , 0.37 
10/13/2021,2021, 13 ,Wed," 4,427 "," 6,605 "," 126,136 ", 31 , 28 , 890 , 19 , 596 ," 2,359,972 "," 1,410,924 ",0.597856245752068," 4,108,102 "," 168,816 "," 3,939,286.36 "," 542,793.56 ", 0.23 , 0.37 
10/14/2021,2021, 14 ,Thu," 4,425 "," 6,650 "," 131,642 ", 29 , 30 , 871 , 20 , 580 ," 2,276,153 "," 1,374,947 ",0.60406615899722," 4,024,850 "," 170,388 "," 3,854,461.96 "," 523,515.19 ", 0.23 , 0.37 
10/15/2021,2021, 15 ,Fri," 4,467 "," 6,708 "," 130,014 ", 34 , 29 , 982 , 19 , 654 ," 2,555,914 "," 1,577,145 ",0.617057146680209," 4,573,606 "," 185,580 "," 4,388,025.69 "," 587,860.22 ", 0.23 , 0.39 
10/16/2021,2021, 16 ,Sat," 4,455 "," 6,703 "," 126,517 ", 36 , 28 ," 1,020 ", 19 , 678 ," 2,705,347 "," 1,649,800 ",0.60982934906317," 4,729,740 "," 184,224 "," 4,545,515.65 "," 622,229.81 ", 0.23 , 0.38 
10/17/2021,2021, 17 ,Sun," 4,457 "," 6,690 "," 128,773 ", 33 , 29 , 953 , 19 , 635 ," 2,516,049 "," 1,524,790 ",0.606025558325772," 4,438,435 "," 192,852 "," 4,245,582.62 "," 578,691.27 ", 0.23 , 0.38 
10/18/2021,2021, 18 ,Mon," 4,470 "," 6,701 "," 124,325 ", 33 , 28 , 922 , 19 , 615 ," 2,434,490 "," 1,478,398 ",0.607272159672046," 4,309,489 "," 186,500 "," 4,122,989.08 "," 559,932.70 ", 0.23 , 0.38 
10/19/2021,2021, 19 ,Tue," 4,470 "," 6,652 "," 124,147 ", 32 , 28 , 894 , 19 , 601 ," 2,346,835 "," 1,435,602 ",0.611718335545533," 4,172,153 "," 176,120 "," 3,996,032.73 "," 539,772.05 ", 0.23 , 0.38 
10/20/2021,2021, 20 ,Wed," 4,458 "," 6,645 "," 118,243 ", 37 , 27 , 994 , 18 , 667 ," 2,578,410 "," 1,597,173 ",0.619441050880194," 4,630,220 "," 198,436 "," 4,431,784.33 "," 593,034.30 ", 0.23 , 0.39 
10/21/2021,2021, 21 ,Thu," 4,413 "," 6,617 "," 111,633 ", 29 , 25 , 737 , 17 , 491 ," 1,934,965 "," 1,169,746 ",0.604530831307026," 3,400,054 "," 147,836 "," 3,252,217.81 "," 445,041.95 ", 0.23 , 0.37 
10/22/2021,2021, 22 ,Fri," 4,366 "," 6,510 "," 119,574 ", 32 , 27 , 887 , 18 , 595 ," 2,362,490 "," 1,404,058 ",0.594312780159916," 4,040,005 "," 165,504 "," 3,874,500.75 "," 543,372.70 ", 0.23 , 0.36 
10/23/2021,2021, 23 ,Sat," 4,425 "," 6,546 "," 118,047 ", 36 , 27 , 965 , 18 , 652 ," 2,602,444 "," 1,557,277 ",0.598390205514509," 4,446,665 "," 178,476 "," 4,268,188.86 "," 598,562.12 ", 0.23 , 0.37 
10/24/2021,2021, 24 ,Sun," 4,462 "," 6,580 "," 120,755 ", 34 , 27 , 923 , 18 , 626 ," 2,476,934 "," 1,488,814 ",0.601071324468072," 4,309,408 "," 189,096 "," 4,120,312.48 "," 569,694.82 ", 0.23 , 0.37 
10/25/2021,2021, 25 ,Mon," 4,488 "," 6,616 "," 123,187 ", 34 , 27 , 929 , 19 , 630 ," 2,463,334 "," 1,507,654 ",0.612037994035726," 4,360,587 "," 191,324 "," 4,169,263.42 "," 566,566.82 ", 0.23 , 0.38 
10/26/2021,2021, 26 ,Tue," 4,485 "," 6,607 "," 125,059 ", 32 , 28 , 900 , 19 , 611 ," 2,388,796 "," 1,456,567 ",0.609749430256916," 4,216,321 "," 181,872 "," 4,034,449.28 "," 549,423.08 ", 0.23 , 0.38 
10/27/2021,2021, 27 ,Wed," 4,519 "," 6,705 "," 126,224 ", 33 , 28 , 928 , 19 , 626 ," 2,461,679 "," 1,524,623 ",0.619342733150829," 4,380,446 "," 185,008 "," 4,195,437.80 "," 566,186.17 ", 0.23 , 0.39 
10/28/2021,2021, 28 ,Thu," 4,545 "," 6,717 "," 130,706 ", 31 , 29 , 888 , 19 , 601 ," 2,350,137 "," 1,471,454 ",0.626114137175833," 4,222,162 "," 184,160 "," 4,038,002.49 "," 540,531.51 ", 0.23 , 0.40 
10/29/2021,2021, 29 ,Fri," 4,517 "," 6,719 "," 130,971 ", 36 , 29 ," 1,038 ", 19 , 698 ," 2,672,802 "," 1,713,465 ",0.641074423021234," 4,890,096 "," 202,004 "," 4,688,092.46 "," 614,744.46 ", 0.23 , 0.41 
10/30/2021,2021, 30 ,Sat," 4,509 "," 6,688 "," 127,631 ", 37 , 28 ," 1,044 ", 19 , 704 ," 2,753,609 "," 1,736,319 ",0.630561201681139," 4,903,965 "," 195,488 "," 4,708,476.55 "," 633,330.07 ", 0.23 , 0.40 
10/31/2021,2021, 31 ,Sun," 4,507 "," 6,704 "," 128,421 ", 35 , 28 , 987 , 19 , 663 ," 2,594,365 "," 1,627,902 ",0.627476087597543," 4,649,102 "," 201,024 "," 4,448,077.56 "," 596,703.95 ", 0.23 , 0.40 
11/1/2021,2021, 1 ,Mon," 4,525 "," 6,765 "," 127,215 ", 34 , 28 , 965 , 19 , 646 ," 2,530,234 "," 1,591,942 ",0.629167895143295," 4,565,262 "," 197,028 "," 4,368,234.43 "," 581,953.82 ", 0.23 , 0.40 
11/2/2021,2021, 2 ,Tue," 4,503 "," 6,684 "," 122,520 ", 34 , 27 , 927 , 18 , 625 ," 2,454,799 "," 1,518,058 ",0.618404195211095," 4,359,669 "," 184,940 "," 4,174,728.77 "," 564,603.77 ", 0.23 , 0.39 
11/3/2021,2021, 3 ,Wed," 4,493 "," 6,727 "," 122,488 ", 34 , 27 , 931 , 18 , 622 ," 2,455,462 "," 1,521,638 ",0.619695193816887," 4,369,310 "," 185,028 "," 4,184,282.43 "," 564,756.26 ", 0.23 , 0.39 
11/4/2021,2021, 4 ,Thu," 4,553 "," 6,725 "," 124,871 ", 31 , 27 , 859 , 19 , 581 ," 2,294,314 "," 1,418,384 ",0.618217035680382," 4,082,985 "," 173,760 "," 3,909,225.07 "," 527,692.22 ", 0.23 , 0.39 
11/5/2021,2021, 5 ,Fri," 4,536 "," 6,738 "," 128,009 ", 36 , 28 ," 1,008 ", 19 , 678 ," 2,623,993 "," 1,667,988 ",0.635667854296867," 4,759,109 "," 188,608 "," 4,570,500.54 "," 603,518.39 ", 0.23 , 0.41 
11/6/2021,2021, 6 ,Sat," 4,522 "," 6,680 "," 124,778 ", 37 , 28 ," 1,020 ", 19 , 691 ," 2,712,032 "," 1,692,887 ",0.6242135048554," 4,799,639 "," 186,684 "," 4,612,954.80 "," 623,767.36 ", 0.23 , 0.39 
11/7/2021,2021, 7 ,Sun," 4,570 "," 6,782 "," 126,156 ", 35 , 28 , 961 , 19 , 648 ," 2,574,348 "," 1,594,924 ",0.619544832322592," 4,596,180 "," 202,764 "," 4,393,415.52 "," 592,100.04 ", 0.23 , 0.39 
11/8/2021,2021, 8 ,Mon," 4,558 "," 6,757 "," 123,867 ", 35 , 27 , 943 , 18 , 636 ," 2,525,561 "," 1,565,232 ",0.6197561650659," 4,491,479 "," 194,980 "," 4,296,499.04 "," 580,879.03 ", 0.23 , 0.39 
11/9/2021,2021, 9 ,Tue," 4,540 "," 6,729 "," 122,627 ", 34 , 27 , 913 , 18 , 616 ," 2,428,153 "," 1,510,124 ",0.621922918366347," 4,332,182 "," 185,096 "," 4,147,085.88 "," 558,475.19 ", 0.23 , 0.39 
11/10/2021,2021, 10 ,Wed," 4,541 "," 6,780 "," 124,833 ", 34 , 27 , 927 , 18 , 621 ," 2,467,855 "," 1,533,889 ",0.621547457204738," 4,398,013 "," 188,208 "," 4,209,805.27 "," 567,606.65 ", 0.23 , 0.39 
11/11/2021,2021, 11 ,Thu," 4,606 "," 6,824 "," 126,117 ", 32 , 27 , 883 , 18 , 596 ," 2,387,923 "," 1,481,265 ",0.620315227919828," 4,251,007 "," 185,588 "," 4,065,418.73 "," 549,222.29 ", 0.23 , 0.39 
11/12/2021,2021, 12 ,Fri," 4,571 "," 6,832 "," 128,949 ", 36 , 28 ," 1,009 ", 19 , 675 ," 2,631,127 "," 1,687,335 ",0.641297436421731," 4,813,726 "," 200,608 "," 4,613,118.33 "," 605,159.21 ", 0.23 , 0.41 
11/13/2021,2021, 13 ,Sat," 4,605 "," 6,783 "," 124,443 ", 38 , 27 ," 1,032 ", 18 , 700 ," 2,798,114 "," 1,751,059 ",0.62579973510729," 4,947,804 "," 197,680 "," 4,750,124.12 "," 643,566.22 ", 0.23 , 0.40 
11/14/2021,2021, 14 ,Sun," 4,636 "," 6,816 "," 125,210 ", 36 , 27 , 978 , 18 , 665 ," 2,640,884 "," 1,657,938 ",0.627796601441033," 4,743,386 "," 207,548 "," 4,535,837.71 "," 607,403.32 ", 0.23 , 0.40 
11/15/2021,2021, 15 ,Mon," 4,616 "," 6,824 "," 124,264 ", 36 , 27 , 974 , 18 , 659 ," 2,624,110 "," 1,648,885 ",0.628359710530428," 4,699,929 "," 204,300 "," 4,495,629.01 "," 603,545.30 ", 0.23 , 0.40 
11/16/2021,2021, 16 ,Tue," 4,635 "," 6,836 "," 123,655 ", 35 , 27 , 926 , 18 , 628 ," 2,508,936 "," 1,574,697 ",0.62763538009738," 4,483,528 "," 192,288 "," 4,291,239.96 "," 577,055.28 ", 0.23 , 0.40 
11/17/2021,2021, 17 ,Wed," 4,660 "," 6,885 "," 122,004 ", 36 , 26 , 931 , 18 , 630 ," 2,559,669 "," 1,602,134 ",0.625914522541782," 4,534,072 "," 193,612 "," 4,340,460.43 "," 588,723.87 ", 0.23 , 0.40 
11/18/2021,2021, 18 ,Thu," 4,658 "," 6,888 "," 124,571 ", 33 , 27 , 879 , 18 , 594 ," 2,409,290 "," 1,507,440 ",0.625678104337792," 4,280,434 "," 186,036 "," 4,094,398.03 "," 554,136.70 ", 0.23 , 0.40 
11/19/2021,2021, 19 ,Fri," 4,657 "," 6,903 "," 123,055 ", 37 , 26 , 975 , 18 , 658 ," 2,650,372 "," 1,671,921 ",0.630825031354089," 4,739,631 "," 198,080 "," 4,541,550.52 "," 609,585.56 ", 0.23 , 0.40 
11/20/2021,2021, 20 ,Sat," 4,640 "," 6,888 "," 110,312 ", 45 , 24 ," 1,075 ", 16 , 724 ," 2,976,729 "," 1,844,079 ",0.619498449472559," 5,196,501 "," 210,072 "," 4,986,429.18 "," 684,647.67 ", 0.23 , 0.39 
11/21/2021,2021, 21 ,Sun," 4,680 "," 6,682 "," 115,030 ", 29 , 25 , 719 , 17 , 503 ," 2,007,076 "," 1,222,724 ",0.609206626953837," 3,518,278 "," 154,512 "," 3,363,766.17 "," 461,627.48 ", 0.23 , 0.38 
11/22/2021,2021, 22 ,Mon," 4,696 "," 6,657 "," 117,648 ", 34 , 25 , 861 , 18 , 608 ," 2,401,817 "," 1,475,645 ",0.614386941219918," 4,229,845 "," 184,412 "," 4,045,433.03 "," 552,417.91 ", 0.23 , 0.38 
11/23/2021,2021, 23 ,Tue," 4,791 "," 6,734 "," 121,381 ", 33 , 25 , 836 , 18 , 595 ," 2,411,415 "," 1,459,969 ",0.605440788914393," 4,182,587 "," 177,752 "," 4,004,835.47 "," 554,625.45 ", 0.23 , 0.38 
11/24/2021,2021, 24 ,Wed," 4,830 "," 6,770 "," 122,809 ", 33 , 25 , 840 , 18 , 600 ," 2,418,555 "," 1,479,405 ",0.611689624589889," 4,241,817 "," 182,228 "," 4,059,588.62 "," 556,267.65 ", 0.23 , 0.38 
11/25/2021,2021, 25 ,Thu," 4,874 "," 6,843 "," 126,519 ", 32 , 26 , 822 , 18 , 585 ," 2,354,332 "," 1,459,045 ",0.619727803895118," 4,188,124 "," 182,392 "," 4,005,732.16 "," 541,496.36 ", 0.23 , 0.39 
